 facilityid |                 url                  |         name          | male | female | unisex | allgender | toiletnote | drinkingwater | shower 
------------+--------------------------------------+-----------------------+------+--------+--------+-----------+------------+---------------+--------
          1 | https://toiletmap.gov.au/facility/1  | Sandy Beach Reserve   | t    | t      | f      | f         |            | f             | t
          2 | https://toiletmap.gov.au/facility/2  | Point Reserve         | t    | t      | f      | f         |            | f             | f
          3 | https://toiletmap.gov.au/facility/3  | Success Hill Reserve  | t    | t      | f      | f         |            | t             | t
          4 | https://toiletmap.gov.au/facility/4  | Jubilee Reserve       | t    | t      | f      | f         |            | f             | f
          5 | https://toiletmap.gov.au/facility/5  | Ashfield Reserve      | t    | t      | f      | f         |            | f             | f
          6 | https://toiletmap.gov.au/facility/6  | BIC Reserve           | t    | t      | f      | f         |            | f             | f
          7 | https://toiletmap.gov.au/facility/7  | Mary Crescent Reserve | t    | t      | f      | f         |            | f             | f
          9 | https://toiletmap.gov.au/facility/9  | Bassendean Oval 3     | t    | t      | f      | f         |            | f             | f
         15 | https://toiletmap.gov.au/facility/15 | Apex Park             | t    | t      | f      | f         |            | f             | f
         16 | https://toiletmap.gov.au/facility/16 | Lions Park            | t    | t      | f      | f         |            | f             | f
         17 | https://toiletmap.gov.au/facility/17 | Parella Street        | t    | t      | f      | f         |            | f             | t
         18 | https://toiletmap.gov.au/facility/18 | Nolan Park            | f    | f      | t      | f         |            | f             | f
         20 | https://toiletmap.gov.au/facility/20 | Binda Park            | f    | f      | f      | f         |            | f             | f
         21 | https://toiletmap.gov.au/facility/21 | Spring Park           | t    | t      | f      | f         |            | f             | f
         22 | https://toiletmap.gov.au/facility/22 | Lions Park            | t    | t      | f      | f         |            | f             | f
         23 | https://toiletmap.gov.au/facility/23 | Drummond Street       | t    | t      | f      | f         |            | f             | f
         24 | https://toiletmap.gov.au/facility/24 | Centenary Park        | t    | t      | f      | f         |            | f             | f
         25 | https://toiletmap.gov.au/facility/25 | Capella Street        | t    | t      | f      | f         |            | f             | f
         26 | https://toiletmap.gov.au/facility/26 | East Palmerston       | t    | t      | f      | f         |            | f             | f
         28 | https://toiletmap.gov.au/facility/28 | Fred Drew Park        | t    | t      | f      | f         |            | f             | f
(20 rows)

 # Toilets in Cooma with Parking 
---------------------------------
                               4
(1 row)

 # Toilets Down Under 
----------------------
                22031
(1 row)

 # Sporting Facilities That Double As Dumps 
--------------------------------------------
                                       1872
(1 row)

               town                | Toilet Count 
 Sarina                            |            9
 Sarina Beach                      |            2
 Sarsfield                         |            1
 Sassafras                         |            6
 Saunders Beach                    |            2
 Savernake                         |            1
 Sawmill Settlement                |            6
 Sawtell                           |            6
 Sawyers Valley                    |            3
 Scaddan                           |            1
 Scamander                         |            3
 Scarborough                       |           24
 Scarness                          |            4
 Scarsdale                         |            1
 Sceale Bay                        |            1
 Schofields                        |            3
 Scone                             |           22
 Scoresby                          |            6
 Scotia                            |            1
 Scotsdale                         |            1
 Scott River                       |            1
 Scott River East                  |            3
 Scotts Creek                      |            1
 Scottsdale                        |            8
 Scotts Head                       |            2
 Scullin                           |            2
 Seabird                           |            2
 Seabrook                          |            1
 Seacliff                          |            1
 Seacliff Park                     |            1
 Seacombe                          |            1
 Seacombe Gardens                  |            2
 Sea Elephant                      |            1
 Seaford                           |           16
 Seaford Meadows                   |            1
 Seaford Rise                      |            1
 Seaforth                          |            9
 Seaham                            |            1
 Seaholme                          |            4
 Sea Lake                          |            4
 Seal Bay                          |            1
 Seal Rocks                        |            1
 Seaspray                          |            1
 Seaton                            |            1
 Sebastian                         |            1
 Sebastopol                        |            7
 Second Valley                     |            1
 Secret Harbour                    |            6
 Sedan                             |            1
 Seddon                            |            1
 Sefton                            |            2
 Seisia                            |            1
 Selby                             |            2
 Sellicks Beach                    |            1
 Semaphore                         |            3
 Semaphore Park                    |            2
 Semaphore South                   |            3
 Separation Creek                  |            2
 Serpentine                        |            5
 Serviceton                        |            2
 Sevenhill                         |            1
 Seven Hills                       |            9
 Seven Mile Beach                  |            2
 Seventeen Mile Rocks              |            3
 Seventeen Seventy                 |            4
 Seventy Mile                      |            3
 Seville                           |            3
 Seymour                           |           12
 Shackleton                        |            1
 Shadforth                         |            2
 Shailer Park                      |            2
 Shalvey                           |            2
 Shanes Park                       |            1
 Shannon                           |            1
 Shannonvale                       |            5
 Shark Bay                         |            4
 Sharon                            |            3
 Shearwater                        |            2
 Sheep Hills                       |            1
 Sheffield                         |            5
 Sheidow Park                      |            1
 Shelburne                         |            2
 Sheldon                           |            1
 Shelford                          |            1
 Shell Cove                        |            6
 Shelley                           |            6
 Shellharbour                      |           14
 Shellharbour City Centre          |            4
 Shelly Beach                      |            2
 Shenton Park                      |            3
 Shepparton                        |           16
 Sherbrooke                        |            6
 Sheringa                          |            1
 Sherlock                          |            2
 Sherwood                          |            2
 Shoal Bay                         |            3
 Shoalhaven Heads                  |            6
 Shoal Point                       |            1
 Shoalwater                        |            7
 Shoreham                          |            1
 Shorewell Park                    |            1
 Shorncliffe                       |            4
 Shute Harbour                     |            1
 Silkstone                         |            1
 Silvan                            |            4
 Silverdale                        |            1
 Silver Sands                      |            1
 Silverwater                       |            4
 Simpson                           |            2
 Simpson Desert                    |            1
 Sinclair                          |            1
 Singleton                         |           19
 Sinnamon Park                     |            1
 Sippy Downs                       |            2
 Sisters Beach                     |            3
 Skenes Creek                      |            1
 Skibo                             |            1
 Skipton                           |            3
 Skye                              |            1
 Slacks Creek                      |            8
 Sladevale                         |            1
 Sleepy Hollow                     |            2
 Sloping Main                      |            2
 Smeaton                           |            3
 Smeaton Grange                    |            1
 Smithfield                        |           17
 Smithfield Plains                 |            1
 Smiths Beach                      |            2
 Smiths Lake                       |            2
 Smithton                          |            7
 Smithtown                         |            2
 Smoky Bay                         |            2
 Smoky Creek                       |            1
 Smythesdale                       |            4
 Snake Valley                      |            1
 Snowtown                          |            3
 Snowtown Roadhouse                |            1
 Snug                              |            2
 Sofala                            |            1
 Soldiers Point                    |            4
 Solomontown                       |            4
 Somers                            |            6
 Somersby                          |            2
 Somerset                          |            4
 Somerset Dam                      |            1
 Somerton                          |            1
 Somerton Park                     |            3
 Somerville                        |           12
 Sommariva                         |            1
 Sorell                            |            7
 Sorell Creek                      |            1
 Sorrento                          |           21
 Soudan Heights                    |            1
 South Albury                      |            8
 Southampton                       |            1
 South Arm                         |            2
 Southbank                         |            4
 South Bowenfels                   |            1
 South Brighton                    |            1
 South Brisbane                    |            6
 Southbrook                        |            1
 South Bruny                       |            6
 South Bunbury                     |            6
 South Burnie                      |            4
 South Carnarvon                   |            3
 South Coogee                      |            1
 South Dubbo                       |            1
 South Durras                      |            4
 Southend                          |            2
 Southern Cross                    |            7
 Southern Lamington                |            2
 Southern River                    |            1
 South Evans Head                  |            6
 South Fremantle                   |            3
 South Geelong                     |            7
 South Golden Beach                |            1
 South Grafton                     |           11
 South Greenough                   |            1
 South Gundagai                    |            1
 South Hedland                     |            6
 South Hill                        |            1
 South Hobart                      |            4
 South Hurstville                  |            1
 South Johnstone                   |            2
 South Kalgoorlie                  |            3
 South Kempsey                     |            4
 South Kingsville                  |            1
 South Lake                        |            7
 South Launceston                  |            3
 South Lismore                     |            2
 South Littleton                   |            1
 South Mackay                      |            1
 South Maroota                     |            1
 South Melbourne                   |            8
 South Mission                     |            1
 South Mission Beach               |            1
 South Morang                      |           18
 South Murwillumbah                |            4
 South Nowra                       |            4
 South Pambula                     |            1
 South Penrith                     |            3
 South Perth                       |           13
 South Plantations                 |            1
 South Plympton                    |            3
 Southport                         |           20
 Southport Lagoon                  |            1
 South Ripley                      |            1
 Southside                         |            4
 South Tamworth                    |            3
 South Toowoomba                   |            4
 South Townsville                  |            1
 South Turramurra                  |            4
 South Wentworthville              |            1
 Southwest                         |           11
 South West Rocks                  |           16
 South Windsor                     |            3
 South Wolumla                     |            1
 South Yarra                       |           18
 South Yunderup                    |            6
 Spalding                          |            6
 Spearwood                         |            9
 Speed                             |            3
 Speers Point                      |            4
 Speewah                           |            1
 Spencer                           |            1
 Spotswood                         |            1
 Spreyton                          |            1
 Springbrook                       |            6
 Springdale                        |            1
 Springfield                       |            3
 Springfield Central               |            3
 Springfield Lakes                 |            3
 Spring Gully                      |            2
 Spring Hill                       |            4
 Springhurst                       |            3
 Springlands                       |            1
 Spring Ridge                      |            1
 Springsure                        |            4
 Springton                         |            1
 Springvale                        |           10
 Springvale South                  |            5
 Springwood                        |           12
 Squeaking Point                   |            2
 Staceys Bridge                    |            2
 Stafford                          |            3
 Stafford Heights                  |            1
 Staffordshire Reef                |            1
 St Albans                         |            3
 Stamford                          |            1
 St Andrews                        |            3
 St Andrews Beach                  |            1
 Stanford Merthyr                  |            1
 Stanhope                          |            2
 Stanhope Gardens                  |            3
 Stanhope South                    |            1
 Stanley                           |           11
 Stanmore                          |            2
 Stansbury                         |            3
 Stanthorpe                        |           14
 Stanwell Park                     |            4
 Stanwell Tops                     |            1
 Stapylton                         |            2
 St Arnaud                         |            3
 Stawell                           |           11
 St Clair                          |            1
 Steels Creek                      |            1
 Steiglitz                         |            4
 Stepney                           |            3
 Steppes                           |            1
 St George                         |            6
 St Georges Basin                  |            1
 St Helens                         |            7
 St Helens Beach                   |            1
 St Helens Park                    |            4
 St Helens Plains                  |            2
 Stieglitz                         |            3
 Stirling                          |            7
 Stirling North                    |            1
 Stirling Range National Park      |            6
 St Ives                           |            6
 St Ives Chase                     |            1
 St Kilda                          |            3
 St Kilda West                     |            2
 St Lawrence                       |            4
 St Leonards                       |            7
 St Lucia                          |            1
 St Marys                          |           13
 Stockdale                         |            2
 Stockinbingal                     |            3
 Stockport                         |            2
 Stockton                          |            4
 Stockwell                         |            1
 Stockyard                         |            1
 Stokers Siding                    |            1
 Stokes                            |            2
 Stonehenge                        |            2
 Stone Hut                         |            1
 Stony Creek                       |            2
 Stonyfell                         |            1
 Storm King                        |            1
 Stove Hill                        |            2
 Stowport                          |            2
 St Peters                         |            3
 St. Peters                        |            1
 Stradbroke                        |            2
 Strahan                           |            8
 Stratford                         |            4
 Strathalbyn                       |            6
 Strathallan                       |            1
 Stratham                          |            1
 Strathbogie                       |            1
 Strath Creek                      |            1
 Strathdale                        |            2
 Strathdickie                      |            1
 Strathfield                       |           10
 Strathfieldsaye                   |            3
 Strathfield South                 |            4
 Strathmerton                      |            2
 Strathmore                        |            2
 Strathmore Heights                |            1
 Strathpine                        |            6
 Stratton                          |            1
 Streaky Bay                       |           10
 Streatham                         |            1
 Stromlo                           |           17
 Stroud                            |            5
 Stroud Road                       |            1
 Stuart Mill                       |            2
 Stuart Park                       |            1
 Stuarts Creek                     |            1
 Stuarts Point                     |            2
 Stuart Town                       |            2
 Sturt                             |            2
 Styx                              |            1
 Subiaco                           |            9
 Success                           |            1
 Suffolk Park                      |            4
 Suggan Buggan                     |            1
 Sulphur Creek                     |            1
 Summerhill                        |            1
 Summer Hill                       |            7
 Summerland Point                  |            4
 Summerlands                       |            1
 Summertown                        |            1
 Sumner                            |            1
 Sunbury                           |           12
 Sundown                           |            3
 Sunnybank                         |            8
 Sunnybank Hills                   |            4
 Sunrise Beach                     |            1
 Sunset                            |            1
 Sunset Beach                      |            2
 Sunshine                          |           10
 Sunshine Bay                      |            1
 Sunshine Beach                    |            2
 Sunshine North                    |            1
 Sunshine West                     |            1
 Sun Valley                        |            1
 Surat                             |            4
 Surf Beach                        |            1
 Surfers Paradise                  |           20
 Surprise Bay                      |            2
 Surrey Downs                      |            4
 Surrey Hills                      |            2
 Surry Hills                       |            3
 Surveyors Bay                     |            1
 Sussex Inlet                      |            8
 Sutherland                        |           20
 Sutton                            |            1
 Sutton Forest                     |            7
 Swan Bay                          |            1
 Swanbourne                        |            2
 Swanfels                          |            2
 Swanhaven                         |            2
 Swan Hill                         |           15
 Swan Marsh                        |            1
 Swan Point                        |            1
 Swanpool                          |            1
 Swanport                          |            1
 Swan Reach                        |            8
 Swansea                           |           12
 Swansea Heads                     |            1
 Swan Vale                         |            1
 Swifts Creek                      |            2
 Sydenham                          |            4
 Sydney                            |           49
 Sydney Olympic Park               |           24
 Sylvania                          |           10
 Sylvania Waters                   |            4
 Symonston                         |            1
 Taabinga                          |            4
 Tabbimoble                        |            1
 Tablelands                        |            1
 Table Top                         |            2
 Tabulam                           |            1
 Tacoma South                      |            1
 Taggerty                          |            8
 Tahmoor                           |            3
 Taigum                            |            3
 Tailem Bend                       |            5
 Takilberan                        |            1
 Talbingo                          |            4
 Talbot                            |            2
 Tallai                            |            2
 Tallangatta                       |            8
 Tallangatta Valley                |            1
 Tallarook                         |            2
 Tallebudgera                      |            3
 Tallebudgera Valley               |            1
 Tallimba                          |            1
 Tallong                           |            1
 Tallygaroopna                     |            1
 Tamarama                          |            3
 Tambar Springs                    |            1
 Tambellup                         |            2
 Tambo                             |            4
 Tambo Crossing                    |            1
 Tamboon                           |            2
 Tamborine                         |            2
 Tamborine Mountain                |           11
 Taminda                           |            3
 Taminick                          |            1
 Tammin                            |            4
 Tamworth                          |           17
 Tamworth West                     |            1
 Tanawha                           |            3
 Tangambalanga                     |            1
 Tanilba Bay                       |            3
 Tanja                             |            1
 Tanjil Bren                       |            1
 Tanjil South                      |            1
 Tannum Sands                      |            5
 Tansey                            |            1
 Tantanoola                        |            4
 Tanunda                           |            6
 Taperoo                           |            3
 Tara                              |            5
 Taradale                          |            2
 Taralga                           |            3
 Tarampa                           |            1
 Taranna                           |            1
 Tara Station                      |            1
 Tarbuck Bay                       |            1
 Tarcoola Beach                    |            2
 Tarcowie                          |            2
 Tarcutta                          |            3
 Taree                             |           18
 Taree South                       |            2
 Taren Point                       |            4
 Targa                             |            2
 Taringa                           |            3
 Tarlee                            |            2
 Tarnagulla                        |            1
 Tarneit                           |            5
 Taroom                            |            7
 Taroomball                        |            1
 Taroona                           |            2
 Tarpeena                          |            2
 Tarragindi                        |            1
 Tarraleah                         |            1
 Tarrington                        |            1
 Tarwin Lower                      |            5
 Tarzali                           |            1
 Tascott                           |            1
 Tathra                            |            4
 Tatura                            |            5
 Tawonga                           |            2
 Tawonga South                     |            1
 Taylor Bay                        |            3
 Taylors Arm                       |            1
 Taylors Beach                     |            4
 Taylors Lakes                     |            4
 Tea Gardens                       |            7
 Tea Tree Gully                    |            1
 Tecoma                            |            4
 Teesdale                          |            2
 Telangatuk East                   |            1
 Telarah                           |            1
 Telegraph Point                   |            2
 Telopea                           |            3
 Temora                            |           14
 Tempe                             |            6
 Templestowe                       |            6
 Templestowe Lower                 |            4
 Tempy                             |            2
 Tenambit                          |            2
 Tennant Creek                     |            8
 Tennent                           |            4
 Tennyson                          |            5
 Tennyson Point                    |            2
 Tenterden                         |            1
 Tenterfield                       |           14
 Teralba                           |            1
 Terang                            |            4
 Termeil                           |            3
 Terowie                           |            1
 Terramungamine                    |            1
 Terrey Hills                      |            5
 Terrick Terrick                   |            1
 Terrick Terrick East              |            1
 Terrigal                          |            3
 Terry Hie Hie                     |            1
 Tewantin                          |            6
 Texas                             |            4
 Thagoona                          |            1
 Thallon                           |            2
 Thane                             |            1
 Thangool                          |            4
 Thargomindah                      |            9
 Tharwa                            |            1
 Thebarton                         |            3
 The Basin                         |            2
 The Caves                         |            2
 The Channon                       |            1
 The Entrance                      |            7
 The Entrance North                |            4
 The Falls                         |            1
 The Freshwater                    |            1
 The Gap                           |            7
 The Gardens                       |            9
 The Gemfields                     |            6
 The Glen                          |            1
 The Hill                          |            1
 The Junction                      |            3
 The Keppels                       |            1
 The Lagoon                        |            2
 The Lakes                         |            1
 The Oaks                          |            4
 Theodore                          |            3
 The Pilliga                       |            1
 The Pines                         |            1
 The Ponds                         |            1
 Theresa Creek                     |            1
 The Rock                          |            6
 The Rocks                         |            1
 The Sandon                        |            1
 The Square                        |            1
 Thevenard                         |            2
 Thirlmere                         |            5
 Thirroul                          |            9
 Thologolong                       |            1
 Thomastown                        |           15
 Thompson Beach                    |            2
 Thomson                           |            2
 Thornbury                         |            4
 Thorneside                        |            5
 Thorngate                         |            1
 Thornlands                        |            4
 Thornleigh                        |            8
 Thornlie                          |            4
 Thornton                          |            8
 Thornton Beach                    |            1
 Thorpdale                         |            2
 Thredbo                           |            1
 Three Hummock Island              |            1
 Three Rivers                      |            2
 Three Springs                     |            1
 Thurgoona                         |            2
 Thuringowa Central                |            3
 Thursday Island                   |            6
 Tianjara                          |            1
 Tiaro                             |            3
 Tibbuc                            |            1
 Tibooburra                        |            3
 Tickera                           |            1
 Tidal River                       |            3
 Tidbinbilla Nature Reserve        |            2
 Tiddy Widdy Beach                 |            1
 Tieri                             |            2
 Tilley Swamp                      |            2
 Timber Creek                      |            1
 Timbillica                        |            1
 Timboon                           |            2
 Tinana                            |            1
 Tinaroo                           |            7
 Tinbeerwah                        |            2
 Tin Can Bay                       |           10
 Tincurrin                         |            1
 Tindal                            |            1
 Tinderbox                         |            1
 Tingalpa                          |            5
 Tingha                            |            7
 Tingoora                          |            1
 Tingun                            |            1
 Tinnanbar                         |            1
 Tinonee                           |            1
 Tintaldra                         |            1
 Tintenbar                         |            1
 Tintinara                         |            4
 Ti Tree                           |            1
 Tiwi                              |            2
 Tocumwal                          |            7
 Tolga                             |            4
 Tolland                           |            2
 Tolmie                            |            1
 Tomago                            |            1
 Tomahawk                          |            2
 Tomakin                           |            2
 Tomerong                          |            1
 Tom Groggin                       |            2
 Tomingley                         |            3
 Tom Price                         |            7
 Tonderburine                      |            1
 Tongala                           |            2
 Tonsley                           |            1
 Toobeah                           |            1
 Tooborac                          |            1
 Toodyay                           |            9
 Toogoolawah                       |            4
 Toogoom                           |            2
 Toolakea                          |            1
 Toolamba                          |            2
 Toolangi                          |            4
 Toolern Vale                      |            3
 Tooleybuc                         |            2
 Toolleen                          |            2
 Toolondo                          |            2
 Tooma                             |            1
 Toombon                           |            7
 Toombul                           |            1
 Toomulla                          |            1
 Toongabbie                        |            4
 Toora                             |            4
 Tooradin                          |            2
 Toorak                            |            1
 Tooraweenah                       |            4
 Toorbul                           |            4
 Toorloo Arm                       |            6
 Toormina                          |            3
 Toorongo                          |            1
 Tootgarook                        |            2
 Tootool                           |            1
 Toowong                           |            9
 Toowoomba                         |            8
 Toowoomba City                    |            7
 Toowoon Bay                       |            3
 Topi Topi                         |            2
 Torbanlea                         |            2
 Torbay                            |            3
 Torndirrup                        |            1
 Toronto                           |            7
 Torquay                           |           25
 Torrens Creek                     |            3
 Torrens Park                      |            1
 Torrensville                      |            3
 Torrington                        |            1
 Torrita                           |            1
 Torrumbarry                       |            1
 Tostaree                          |            1
 Tottenham                         |            1
 Toukley                           |            6
 Towamba                           |            1
 Tower Hill                        |            2
 Towers Hill                       |            1
 Towitta                           |            1
 Town Common                       |            1
 Townsend                          |            2
 Townsville                        |            6
 Townsville City                   |            1
 Towradgi                          |            5
 Trafalgar                         |            3
 Trangie                           |            5
 Tranmere                          |            3
 Traralgon                         |           16
 Traralgon East                    |            2
 Traralgon South                   |            1
 Traveston                         |            1
 Trayning                          |            3
 Trebonne                          |            1
 Tregeagle                         |            1
 Tregear                           |            1
 Tregony                           |            4
 Tremont                           |            6
 Trentham                          |            4
 Trentham East                     |            1
 Trevallyn                         |            5
 Triabunna                         |            5
 Trial Harbour                     |            2
 Trigg                             |            4
 Trinity Beach                     |            6
 Trinity Gardens                   |            1
 Trott Park                        |            2
 Trowutta                          |            1
 Truganina                         |            6
 Trundle                           |            2
 Trunkey Creek                     |            1
 Truro                             |            2
 Tuan                              |            1
 Tuart Hill                        |            3
 Tubbamurra                        |            1
 Tubbut                            |            1
 Tucabia                           |            2
 Tuena                             |            1
 Tuerong                           |            2
 Tuggerah                          |           10
 Tugun                             |            6
 Tullah                            |            2
 Tullamarine                       |            1
 Tullamore                         |            2
 Tullarwalla                       |            1
 Tullera                           |            1
 Tullibigeal                       |            1
 Tully                             |            5
 Tully Heads                       |            2
 Tumbarumba                        |            8
 Tumbi Umbi                        |            1
 Tumblong                          |            1
 Tumbulgum                         |            1
 Tumby Bay                         |           12
 Tumut                             |           10
 Tunbridge                         |            1
 Tuncurry                          |            6
 Tungamah                          |            2
 Tungkillo                         |            1
 Tura Beach                        |            1
 Turkey Beach                      |            1
 Turners Beach                     |            3
 Tuross Head                       |            6
 Turramurra                        |            9
 Turrella                          |            1
 Turriff                           |            1
 Turvey Park                       |            7
 Tusmore                           |            2
 Tweed Heads                       |           13
 Tweed Heads South                 |            6
 Tweed Heads West                  |            2
 Twelve Mile Creek                 |            2
 Twin Waters                       |            1
 Two Rocks                         |            2
 Two Wells                         |            3
 Tyabb                             |            4
 Tyagarah                          |            2
 Tyalgum                           |            1
 Tyers                             |            1
 Tylden                            |            2
 Tyndale                           |            1
 Tynong                            |            1
 Tynwald                           |            1
 Tyrconnel                         |            1
 Uki                               |            2
 Ulan                              |            1
 Ularring                          |            1
 Ulladulla                         |           10
 Ulmarra                           |            2
 Ultima                            |            1
 Ultimo                            |            2
 Ulupna                            |            2
 Ulverstone                        |           18
 Umina Beach                       |            5
 Unanderra                         |            5
 Undera                            |            1
 Underbool                         |            2
 Underdale                         |            1
 Underwood                         |            7
 Ungarie                           |            2
 Ungarra                           |            2
 Unley                             |            4
 Unley Park                        |            1
 Upper Allyn                       |            1
 Upper Barron                      |            1
 Upper Brookfield                  |            1
 Upper Burnie                      |            1
 Upper Caboolture                  |            1
 Upper Capel                       |            1
 Upper Colo                        |            1
 Upper Coomera                     |            8
 Upper Ferntree Gully              |            3
 Upper Horseshoe Creek             |            1
 Upper Mangrove                    |            1
 Upper Murray                      |            2
 Upper Natone                      |            1
 Upper Plenty                      |            1
 Upper Scamander                   |            1
 Upper Swan                        |            3
 Upper Templestowe                 |            1
 Upper Tooloom                     |            1
 Upper Yarraman                    |            1
 Upwey                             |            3
 Uraidla                           |            1
 Uralla                            |           11
 Urana                             |            4
 Urangan                           |            6
 Uranquinty                        |            3
 Urbenville                        |            3
 Uriarra                           |            2
 Urraween                          |            2
 Urunga                            |           15
 Utakarra                          |            1
 Vacy                              |            1
 Valencia Creek                    |            1
 Valentine                         |            3
 Valentine Plains                  |            5
 Vale Park                         |            1
 Vale View                         |            1
 Valla Beach                       |            3
 Valley Heights                    |            2
 Valley View                       |            4
 Vancouver Peninsula               |            1
 Varley                            |            2
 Varsity Lakes                     |            5
 Vasse                             |            1
 Vaucluse                          |            2
 Vaughan                           |            2
 Venn                              |            1
 Ventnor                           |            1
 Venus Bay                         |            5
 Veresdale                         |            1
 Vergemont                         |            1
 Vermont                           |            2
 Vermont South                     |            4
 Verona Sands                      |            1
 Vesper                            |            2
 via Borroloola                    |            1
 Via Wanervale                     |            1
 Via Warnervale                    |            1
 Victor Harbor                     |           13
 Victoria Park                     |            8
 Victoria Park East                |            1
 Victoria Point                    |            7
 Victoria Valley                   |            1
 Victory Heights                   |            1
 Viewbank                          |            2
 Villawood                         |            4
 Vincent                           |            2
 Vincentia                         |            7
 Vineyard                          |            1
 Violet Town                       |            4
 Virginia                          |            9
 Vittoria                          |            3
 Vivonne Bay                       |            1
 Waaia                             |            2
 Waanyarra                         |            1
 Wabonga                           |            2
 Wacol                             |            1
 Wadalba                           |            1
 Wagaman                           |            1
 Wagga Wagga                       |           24
 Waggrakine                        |            1
 Wagin                             |            5
 Wagstaffe                         |            1
 Wahgunyah                         |            3
 Wahring                           |            1
 Wahroonga                         |           11
 Waikerie                          |            7
 Waikiki                           |            6
 Wail                              |            2
 Waitara                           |            3
 Waitpinga                         |            2
 Wakeley                           |            1
 Wakerley                          |            3
 Wakool                            |            1
 Walbundrie                        |            1
 Walcha                            |            8
 Walgett                           |            8
 Walhalla                          |            3
 Walkamin                          |            1
 Walkaway                          |            3
 Walker Flat                       |            4
 Walkers Garden                    |            1
 Walkerston                        |            2
 Walkervale                        |            1
 Walkerville                       |            2
 Wallabadah                        |            1
 Wallabi Point                     |            2
 Wallacia                          |            2
 Wallaga Lake                      |            3
 Wallagoot                         |            2
 Wallan                            |            6
 Wallangarra                       |            1
 Wallaroo                          |            9
 Wallaville                        |            1
 Walla Walla                       |            4
 Wallendbeen                       |            1
 Wallerawang                       |            2
 Wallingat                         |            1
 Wallington                        |            2
 Walliston                         |            1
 Walloon                           |            1
 Wallsend                          |            9
 Walls of Jerusalem                |            2
 Wallumbilla                       |            2
 Walpeup                           |            1
 Walpole                           |            9
 Walwa                             |            2
 Walyunga National Park            |            1
 Wamberal                          |            6
 Wamboin                           |            1
 Wamuran                           |            1
 Wanbi                             |            1
 Wandal                            |            3
 Wandana Heights                   |            1
 Wandandian                        |            1
 Wandering                         |            1
 Wandillup                         |            1
 Wandin                            |            1
 Wandin East                       |            2
 Wandoan                           |            6
 Wandong                           |            2
 Wangandary                        |            2
 Wanganella                        |            1
