 facilityid |                 url                  |         name          | male | female | unisex | allgender | toiletnote | drinkingwater | shower 
------------+--------------------------------------+-----------------------+------+--------+--------+-----------+------------+---------------+--------
          1 | https://toiletmap.gov.au/facility/1  | Sandy Beach Reserve   | t    | t      | f      | f         |            | f             | t
          2 | https://toiletmap.gov.au/facility/2  | Point Reserve         | t    | t      | f      | f         |            | f             | f
          3 | https://toiletmap.gov.au/facility/3  | Success Hill Reserve  | t    | t      | f      | f         |            | t             | t
          4 | https://toiletmap.gov.au/facility/4  | Jubilee Reserve       | t    | t      | f      | f         |            | f             | f
          5 | https://toiletmap.gov.au/facility/5  | Ashfield Reserve      | t    | t      | f      | f         |            | f             | f
          6 | https://toiletmap.gov.au/facility/6  | BIC Reserve           | t    | t      | f      | f         |            | f             | f
          7 | https://toiletmap.gov.au/facility/7  | Mary Crescent Reserve | t    | t      | f      | f         |            | f             | f
          9 | https://toiletmap.gov.au/facility/9  | Bassendean Oval 3     | t    | t      | f      | f         |            | f             | f
         15 | https://toiletmap.gov.au/facility/15 | Apex Park             | t    | t      | f      | f         |            | f             | f
         16 | https://toiletmap.gov.au/facility/16 | Lions Park            | t    | t      | f      | f         |            | f             | f
         17 | https://toiletmap.gov.au/facility/17 | Parella Street        | t    | t      | f      | f         |            | f             | t
         18 | https://toiletmap.gov.au/facility/18 | Nolan Park            | f    | f      | t      | f         |            | f             | f
         20 | https://toiletmap.gov.au/facility/20 | Binda Park            | f    | f      | f      | f         |            | f             | f
         21 | https://toiletmap.gov.au/facility/21 | Spring Park           | t    | t      | f      | f         |            | f             | f
         22 | https://toiletmap.gov.au/facility/22 | Lions Park            | t    | t      | f      | f         |            | f             | f
         23 | https://toiletmap.gov.au/facility/23 | Drummond Street       | t    | t      | f      | f         |            | f             | f
         24 | https://toiletmap.gov.au/facility/24 | Centenary Park        | t    | t      | f      | f         |            | f             | f
         25 | https://toiletmap.gov.au/facility/25 | Capella Street        | t    | t      | f      | f         |            | f             | f
         26 | https://toiletmap.gov.au/facility/26 | East Palmerston       | t    | t      | f      | f         |            | f             | f
         28 | https://toiletmap.gov.au/facility/28 | Fred Drew Park        | t    | t      | f      | f         |            | f             | f
(20 rows)

 # Toilets in Cooma with Parking 
---------------------------------
                               4
(1 row)

 # Toilets Down Under 
----------------------
                22031
(1 row)

 # Sporting Facilities That Double As Dumps 
--------------------------------------------
                                       1872
(1 row)

               town                | Toilet Count 
 Corindi Beach                     |            2
 Corinella                         |            2
 Corio                             |           13
 Corlette                          |            4
 Cornubia                          |            2
 Corny Point                       |            3
 Coromandel Valley                 |            2
 Coronet Bay                       |            1
 Corop                             |            2
 Cororooke                         |            1
 Corowa                            |           17
 Corrigin                          |            7
 Corrimal                          |            6
 Corringle                         |            2
 Corryong                          |            8
 Cossack                           |            3
 Cotswold Hills                    |            1
 Cotter River                      |            1
 Cottesloe                         |            6
 Cougal                            |            1
 Coulson                           |            1
 Coutts Crossing                   |            2
 Cowa                              |            4
 Cowan                             |            2
 Cowangie                          |            1
 Cowaramup                         |            4
 Cowell                            |            3
 Cowes                             |           10
 Cowirra                           |            3
 Cowley Beach                      |            1
 Cowra                             |           15
 Cowrie Point                      |            1
 Cowwarr                           |            2
 Crace                             |            1
 Cracow                            |            1
 Cradle Mountain                   |            7
 Cradoc                            |            1
 Crafers                           |            6
 Craigie                           |            3
 Craigieburn                       |           17
 Craiglie                          |            3
 Craignish                         |            3
 Cranbourne                        |           11
 Cranbourne East                   |            5
 Cranbourne North                  |            2
 Cranbourne South                  |            1
 Cranbourne West                   |            2
 Cranbrook                         |            4
 Cranebrook                        |            5
 Craven                            |            1
 Crawley                           |            4
 Crediton                          |            3
 Creightons Creek                  |            1
 Cremorne                          |            8
 Cremorne Point                    |            1
 Crescent Head                     |            4
 Cressbrook Creek                  |            1
 Cressy                            |            2
 Crestmead                         |            1
 Crestwood                         |            1
 Creswick                          |            8
 Crib Point                        |            5
 Crimea                            |            1
 Cringila                          |            3
 Croki                             |            1
 Cromer                            |            6
 Cronulla                          |           28
 Crooked River                     |            1
 Crookwell                         |            8
 Croom                             |            6
 Crowdy Head                       |            3
 Crowea                            |            1
 Crows Nest                        |           10
 Croydon                           |           23
 Croydon North                     |            2
 Croydon Park                      |            5
 Croydon South                     |            1
 Crystal Brook                     |            4
 Crystal Creek                     |            2
 Cuballing                         |            2
 Cubba                             |            2
 Cudal                             |            1
 Cudgegong                         |            2
 Cudgen                            |            1
 Cudgewa                           |            4
 Cudlee Creek                      |            1
 Cudmirrah                         |            2
 Cue                               |            3
 Culburra Beach                    |            8
 Culcairn                          |            6
 Culgoa                            |            1
 Cullen Bullen                     |            1
 Cullendore                        |            1
 Cullulleraine                     |            4
 Cumberland Park                   |            1
 Cummins                           |            3
 Cumnock                           |            2
 Cunderdin                         |            2
 Cundletown                        |            1
 Cundumbul                         |            1
 Cunjurong Point                   |            2
 Cunnamulla                        |            4
 Curl Curl                         |            4
 Curlewis                          |            2
 Curlwaa                           |            3
 Curra                             |            1
 Currabubula                       |            1
 Currajong                         |            2
 Currambine                        |            4
 Curramulka                        |            2
 Currarong                         |            3
 Currawang                         |            1
 Currawarna                        |            2
 Currency Creek                    |            2
 Currie                            |            3
 Currimundi                        |            6
 Currumbin                         |            5
 Currumbin Valley                  |            3
 Currumbin Waters                  |            3
 Curtin                            |            2
 Cygnet                            |            5
 Cygnet River                      |            1
 Daceyville                        |            1
 Dadswells Bridge                  |            1
 D'Aguilar                         |            1
 Daguragu                          |            3
 Daintree                          |            1
 Daisy Hill                        |            4
 Dajarra                           |            1
 Dalby                             |           16
 Dalby West                        |            1
 Dalgety                           |            1
 Dalkeith                          |            3
 Dallarnil                         |            1
 Dallas                            |            1
 Dalmeny                           |            2
 Dalrymple Heights                 |            1
 Dalton                            |            1
 Dalveen                           |            1
 Dalwallinu                        |            3
 Dalwood                           |            1
 Dalyellup                         |            5
 Dalyup                            |            2
 Daly Waters                       |            1
 Damper Creek                      |            1
 Dampier                           |            3
 Dampier Peninsula                 |            1
 Danbulla                          |            1
 Dandaragan                        |            1
 Dandenong                         |           17
 Dandenong North                   |            4
 Dandenong South                   |            5
 Dangar Island                     |            1
 Dangarsleigh                      |            1
 Dapto                             |            8
 Darawank                          |            1
 Dardanup                          |            2
 Dareton                           |            3
 Dargo                             |            1
 Darkan                            |            4
 Darke Peak                        |            1
 Darley                            |            1
 Darling Harbour                   |            5
 Darling Heights                   |            1
 Darlinghurst                      |            2
 Darling Point                     |            2
 Darlington                        |            5
 Darlington Point                  |            5
 Darnum                            |            3
 Daroobalgie                       |            1
 Darra                             |            3
 Darradup                          |            4
 Darraweit Guim                    |            1
 Darriman                          |            1
 Dartmoor                          |            2
 Dartmouth                         |            3
 Darwin                            |            7
 Darwin City                       |           10
 Darwin International Airport      |            1
 Davenport                         |            3
 Davistown                         |            4
 Davoren Park                      |            2
 Dawesville                        |            7
 Dayboro                           |            4
 Daylesford                        |            5
 Daysdale                          |            1
 Dayton                            |            1
 Deagon                            |            5
 Deakin                            |            4
 Dean                              |            1
 Dean Park                         |            2
 Deans Marsh                       |            1
 Deception Bay                     |           13
 Deddick Valley                    |            3
 Deep Creek                        |            5
 Deepdene                          |            1
 Deep Lead                         |            1
 Deepwater                         |            2
 Deeragun                          |            1
 Deeral                            |            1
 Deer Park                         |            5
 Dee Why                           |           10
 De Grey                           |            1
 Delacombe                         |            1
 Delamere                          |            3
 Delaneys Creek                    |            1
 Delegate                          |            2
 Deloraine                         |            7
 Delungra                          |            3
 Denham                            |            2
 Denham Court                      |            1
 Denial Bay                        |            1
 Deniliquin                        |           19
 Denistone East                    |            1
 Denman                            |           12
 Denmark                           |           14
 Dennes Point                      |            2
 Dennington                        |            2
 Depot Beach                       |            1
 Depot Hill                        |            1
 Deptford                          |            2
 Derby                             |            9
 Dereel                            |            1
 Dergholm                          |            1
 Dernancourt                       |            3
 Derrimut                          |            3
 Derrinallum                       |            2
 Derwent Bridge                    |            2
 Derwent Park                      |            2
 Detention                         |            1
 Devenish                          |            1
 Devils Elbow                      |            1
 Devils River                      |            8
 Deviot                            |            1
 Devon Park                        |            1
 Devonport                         |           15
 Diamantina Lakes                  |            1
 Diamond Beach                     |            1
 Diamond Creek                     |            7
 Diamond Head                      |            1
 Dianella                          |            4
 Dickson                           |            5
 Dicky Beach                       |            1
 Diehard                           |            1
 Digby                             |            1
 Diggers Camp                      |            2
 Diggers Rest                      |            3
 Dimboola                          |            8
 Dimbulah                          |            1
 Dingee                            |            1
 Dingley Village                   |            2
 Dingo                             |            3
 Dingo Beach                       |            1
 Dingo Forest                      |            1
 Dinmore                           |            1
 Dinner Plain                      |            5
 Dirranbandi                       |            4
 Dittmer                           |            1
 Dixons Creek                      |            2
 Djiru                             |            1
 Djugun                            |            2
 Docklands                         |            8
 Dodges Ferry                      |            5
 Dodsworth                         |            1
 Dolans Bay                        |            1
 Dolls Point                       |            1
 Dolphin Heads                     |            1
 Dolphin Point                     |            1
 Don                               |            1
 Donald                            |            6
 Doncaster                         |            5
 Doncaster East                    |            9
 Dondingalong                      |            1
 Dongara                           |            7
 Donnelly River                    |            1
 Donnybrook                        |            9
 Donovans                          |            2
 Donvale                           |            1
 Don Valley                        |            1
 Dookie                            |            1
 Doon Doon                         |            2
 Doonside                          |           14
 Dora Creek                        |            1
 Doreen                            |            8
 Dorrigo                           |            6
 Dorrigo Mountain                  |            4
 Dorset Vale                       |            1
 Dotswood                          |            1
 Double Bay                        |            6
 Doubleview                        |            1
 Douglas                           |            3
 Douglas-Daly                      |            2
 Douglas Park                      |            3
 Dover                             |            4
 Dover Gardens                     |            1
 Doveton                           |            4
 Dowerin                           |            5
 Downer                            |            1
 Doyalson North                    |            2
 Doyles River                      |            1
 Drake Village                     |            2
 Drayton                           |            2
 Drik Drik                         |            4
 Drillham                          |            1
 Dromana                           |            6
 Drome                             |            1
 Drouin                            |            6
 Drumborg                          |            1
 Drummond Cove                     |            1
 Drummoyne                         |            8
 Drung                             |            1
 Drysdale                          |            6
 Duaringa                          |            3
 Dubbo                             |           45
 Dublin                            |            4
 Ducklo                            |            1
 Dudinin                           |            1
 Dudley                            |            2
 Dudley Park                       |            2
 Dudley South                      |            1
 Dulacca                           |            1
 Dulong                            |            1
 Dululu                            |            1
 Dulwich Hill                      |            6
 Dumaresq                          |            1
 Dumbalk                           |            1
 Dumbleyung                        |            3
 Dumosa                            |            1
 Dunalley                          |            2
 Dunbogan                          |            1
 Duncraig                          |            9
 Dundas                            |            7
 Dundas Valley                     |            2
 Dundathu                          |            1
 Dundowran Beach                   |            1
 Dunedoo                           |            5
 Dungog                            |            9
 Dunkeld                           |            3
 Dunmore                           |            2
 Dunolly                           |            5
 Dunoon                            |            1
 Dunsborough                       |            9
 Dunwich                           |            4
 Durack                            |            1
 Dural                             |            3
 Duranillin                        |            1
 Durdidwarrah                      |            1
 Durham                            |            1
 Durong                            |            1
 Dutton Park                       |            3
 Dwellingup                        |            3
 Dykehead                          |            1
 Dynnyrne                          |            1
 Dysart                            |            2
 Eagleby                           |            4
 Eagle Farm                        |            1
 Eaglehawk                         |            5
 Eaglehawk Neck                    |            2
 Eagle Point                       |            5
 Eagle Vale                        |            3
 Earlville                         |            2
 Earlwood                          |           12
 East Albury                       |            4
 East Ballina                      |            4
 East Branxton                     |            1
 East Brisbane                     |            4
 East Bunbury                      |            6
 East Cannington                   |            1
 East Corrimal                     |            2
 East Devonport                    |            6
 Eastern Creek                     |            5
 Eastern Heights                   |            2
 East Fremantle                    |            4
 Eastgardens                       |            2
 East Geelong                      |            7
 East Gosford                      |            2
 East Greenmount                   |            2
 East Gresford                     |            3
 East Hills                        |            4
 East Innisfail                    |            2
 East Ipswich                      |            1
 East Kempsey                      |            1
 East Killara                      |            3
 East Kurrajong                    |            1
 Eastlakes                         |            1
 East Lindfield                    |            3
 East Lismore                      |            2
 East Lyons River                  |            2
 East Mackay                       |            5
 East Maitland                     |            9
 East Melbourne                    |            9
 East Munglinup                    |            2
 East Nanango                      |            1
 East Palmerston                   |            1
 East Perth                        |            8
 East Point                        |            2
 East Rockingham                   |            6
 East Side                         |            1
 East Tamworth                     |            2
 East Toowoomba                    |           10
 East Victoria Park                |            6
 East Wagga Wagga                  |            3
 East Warburton                    |            1
 Eastwood                          |            8
 Eaton                             |            2
 Eatons Hill                       |            4
 Eatonsville                       |            1
 Ebden                             |            2
 Ebenezer                          |            1
 Ebor                              |            4
 Echuca                            |           17
 Echuca Village                    |            1
 Echunga                           |            2
 Eddington                         |            1
 Eddystone                         |            3
 Eden                              |           19
 Eden Hill                         |            2
 Eden Hills                        |            3
 Edenhope                          |            3
 Edens Landing                     |            1
 Edensor Park                      |            5
 Eden Valley                       |            1
 Edgecliff                         |            2
 Edge Hill                         |            4
 Edgewater                         |            2
 Edgeworth                         |            6
 Edithburgh                        |            4
 Edithvale                         |            4
 Edmondson Park                    |            3
 Edmonton                          |            6
 Edrom                             |            1
 Edwardstown                       |            2
 Egg Lagoon                        |            1
 Eggs And Bacon Bay                |            1
 Eglinton                          |            3
 Eidsvold                          |            5
 Eidsvold West                     |            1
 Eight Mile Creek                  |            1
 Eight Mile Plains                 |            1
 Eighty Mile Beach                 |            4
 Eildon                            |           29
 Eimeo                             |            1
 Einasleigh                        |            1
 Elaine                            |            1
 Elands                            |            2
 Elanora                           |            5
 Elanora Heights                   |            1
 El Arish                          |            2
 Elderslie                         |            1
 Eldorado                          |            2
 Eleebana                          |            3
 Elermore Vale                     |            3
 Elimbah                           |            2
 Elizabeth                         |            5
 Elizabeth Bay                     |            2
 Elizabeth Beach                   |            1
 Elizabeth Grove                   |            1
 Elizabeth North                   |            1
 Elizabeth Park                    |            3
 Elizabeth South                   |            1
 Elizabeth Town                    |            1
 Elizabeth Vale                    |            2
 Elleker                           |            4
 Ellenborough                      |            1
 Ellenbrook                        |            4
 Ellendale                         |            4
 Ellerbeck                         |            1
 Ellerslie                         |            1
 Ellerston                         |            1
 Elliminyt                         |            1
 Elliott                           |            2
 Elliott Heads                     |            4
 Ellis Beach                       |            1
 Elliston                          |            4
 Elmhurst                          |            2
 Elmore                            |            2
 Elphinstone                       |            1
 Elsey                             |            1
 Elsternwick                       |            5
 Eltham                            |           10
 Eltham North                      |            3
 Elwood                            |            7
 Embleton                          |            3
 Emerald                           |           30
 Emerald Beach                     |            2
 Emerton                           |            3
 Emmaville                         |            1
 Empire Bay                        |            2
 Emu Bay                           |            1
 Emu Park                          |            7
 Emu Plains                        |           11
 Emu Point                         |            3
 Encounter Bay                     |            3
 Endeavour Hills                   |            4
 Eneabba                           |            1
 Enfield                           |            5
 Engadine                          |           17
 Englorie Park                     |            2
 Enoggera                          |            2
 Ensay                             |            2
 Ensay North                       |            2
 Epping                            |           30
 Epping Forest                     |            1
 Epsom                             |            2
 Erica                             |            1
 Erina                             |            7
 Erindale                          |            2
 Erldunda                          |            1
 Ermington                         |            4
 Eromanga                          |            1
 Erowal Bay                        |            1
 Errinundra                        |            1
 Erskine                           |            2
 Erskine Park                      |            5
 Erskineville                      |            3
 Eschol Park                       |            1
 Esk                               |            4
 Eskdale                           |            1
 Esperance                         |           11
 Essendon                          |            3
 Essendon North                    |            2
 Ethelton                          |            1
 Etmilyn                           |            4
 Ettalong Beach                    |            4
 Etty Bay                          |            1
 Eucla                             |            1
 Eudlo                             |            1
 Eudunda                           |            4
 Eugowra                           |            3
 Eukey                             |            3
 Eulah Creek                       |            1
 Eulo                              |            2
 Eumamurrin                        |            1
 Eumemmerring                      |            1
 Eumundi                           |            4
 Eumungerie                        |            1
 Eungai Creek                      |            1
 Eungella                          |            2
 Eungella Dam                      |            1
 Eureka                            |            1
 Eurimbula                         |            1
 Euroa                             |            8
 Eurobin                           |            2
 Eurunderee                        |            1
 Euston                            |            5
 Evandale                          |            3
 Evans Head                        |            5
 Evans Landing                     |            1
 Everard Park                      |            1
 Everton                           |            2
 Everton Hills                     |            4
 Everton Park                      |            5
 Ewlyamartup                       |            1
 Exeter                            |            5
 Exford                            |            1
 Exmouth                           |            9
 Exmouth Gulf                      |            1
 Fadden                            |            1
 Fairfield                         |           23
 Fairfield East                    |            1
 Fairfield Heights                 |            1
 Fairfield West                    |            3
 Fairhaven                         |            1
 Fairlight                         |            1
 Fairy Meadow                      |           10
 Falcon                            |            4
 Falls Creek                       |           12
 Falmouth                          |            1
 Fannie Bay                        |            3
 Fargunyah                         |            2
 Farina                            |            1
 Farleigh                          |            1
 Farm Beach                        |            1
 Farrars Creek                     |            1
 Farrell Flat                      |            2
 Farringdon                        |            1
 Fassifern                         |            3
 Faulconbridge                     |            4
 Fawkner                           |            7
 Felixstow                         |            2
 Ferguson                          |            1
 Fernbank                          |            1
 Fern Bay                          |            1
 Ferndale                          |            1
 Fernmount                         |            1
 Fernshaw                          |            3
 Fern Tree                         |            2
 Ferntree Gully                    |            8
 Fernvale                          |            5
 Ferny Grove                       |            7
 Ferny Hills                       |            4
 Ficks Crossing                    |            1
 Fifield                           |            1
 Figtree                           |            6
 Fig Tree Pocket                   |            1
 Finch Hatton                      |            1
 Findon                            |            3
 Fingal                            |            1
 Fingal Bay                        |            3
 Fingal Head                       |            3
 Finke                             |            1
 Finley                            |            8
 Firle                             |            2
 Fish Creek                        |            2
 Fisherman Bay                     |            1
 Fishermans Bay                    |            1
 Fishermans Paradise               |            1
 Fishery Falls                     |            1
 Fishing Point                     |            1
 Fitzgerald River                  |            3
 Fitzgibbon                        |            2
 Fitzroy                           |            4
 Fitzroy Crossing                  |            3
 Fitzroy Falls                     |            2
 Fitzroy North                     |            6
 Five Dock                         |            5
 Flagstaff Hill                    |            2
 Flaxton                           |            1
 Flemington                        |            1
 Flinders                          |            6
 Flinders Chase                    |            1
 Flinders Park                     |            5
 Flinders Ranges                   |           14
 Flinders View                     |            1
 Flint                             |            1
 Floraville                        |            1
 Floreat                           |            9
 Flowerdale                        |            1
 Flying Fish Point                 |            2
 Footscray                         |            6
 Forbes                            |           17
 Forde                             |            1
 Fordsdale                         |            1
 Forestdale                        |            2
 Forest Glen                       |            1
 Forest Hill                       |            9
 Forest Lake                       |            5
 Forest Lodge                      |            1
 Forestville                       |            7
 Forrest                           |            3
 Forrest Beach                     |            3
 Forrestdale                       |            2
 Forresters Beach                  |            1
 Forrestfield                      |            3
 Forsayth                          |            1
 Forster                           |           15
 Fortescue                         |            4
 Forth                             |            1
 Fortitude Valley                  |            3
 Forty Mile                        |            1
 Foster                            |            4
 Foul Bay                          |            1
 Fowlers Bay                       |            1
 Frances                           |            2
 Francois Peron National Park      |            4
 Frankford                         |            1
 Frankland                         |            1
 Frankland River                   |            1
 Franklin                          |            2
 Frankston                         |           28
 Frankston North                   |            3
 Frankston South                   |           10
 Fraser Island                     |           17
 Fraser Range                      |            2
 Frazer Park                       |            1
 Frazerview                        |            1
 Frederickton                      |            1
 Freds Pass                        |            4
 Freeling                          |            2
 Freemans Reach                    |            5
 Freemans Waterhole                |            2
 Fremantle                         |           22
 French Island                     |            2
 Frenchman Bay                     |            1
 Frenchs Forest                    |            7
 Frenchville                       |            1
 Freshwater                        |            6
 Freshwater Creek                  |            1
 Frewville                         |            1
 Freycinet                         |            3
 Friendly Beaches                  |            2
 Fulham                            |            1
 Fulham Gardens                    |            1
 Fullarton                         |            3
 Fumina                            |            1
 Furnissdale                       |            1
 Fyansford                         |            1
 Fyshwick                          |            7
 Gaeta                             |            1
 Gaffneys Creek                    |            1
 Gagebrook                         |            2
 Galong                            |            1
 Galston                           |            5
 Ganmain                           |            1
 Gap Ridge                         |            1
 Garah                             |            1
 Garbutt                           |            5
 Garden Island                     |            1
 Gardenvale                        |            1
 Garfield                          |            2
 Garfield North                    |            2
 Gargett                           |            1
 Garrawalt                         |            1
 Garvoc                            |            1
 Gascoyne Junction                 |            2
 Gateshead                         |            1
 Gateway Island                    |            1
 Gatton                            |            9
 Gatum                             |            1
 Gawler                            |           14
 Gawler East                       |            2
 Gawler Ranges                     |            4
 Gawler South                      |            3
 Gayndah                           |            8
 Geebung                           |            7
 Geehi                             |            3
 Geelong                           |           18
 Geelong North                     |            1
 Geelong West                      |            9
 Geeveston                         |            5
 Geilston Bay                      |            2
 Gellibrand                        |            3
 Gelorup                           |            1
 Gembrook                          |            7
 Genoa                             |            2
 Gentle Annie                      |            1
 Geographe                         |            2
 Georges Hall                      |            5
 Georgetown                        |            7
 George Town                       |           10
 Georgina                          |            1
 Geraldton                         |           14
 Gerang Gerung                     |            3
 Geranium                          |            1
 Germantown                        |            2
 Gerogery                          |            3
 Gerringong                        |            5
 Gerroa                            |            3
 Geurie                            |            1
 Ghan                              |            4
 Gheerulla                         |            2
 Ghinghinda                        |            1
 Ghinni Ghi                        |            1
 Gibraltar Range                   |            6
 Gibson                            |            2
 Gidgegannup                       |            5
 Gilberton                         |            2
 Gilbert River                     |            1
 Gilderoy                          |            1
 Gilgai                            |            2
 Gilgandra                         |            5
 Gilgunnia                         |            1
 Gillenbah                         |            2
 Gilles Plains                     |            2
 Gillingarra                       |            1
 Gillman                           |            1
 Gindie                            |            3
 Gindoran                          |            1
 Gingin                            |            3
 Gin Gin                           |           11
 Gippsland                         |            1
 Gipsy Point                       |            3
 Giralang                          |            2
 Girgarre                          |            3
 Girraween                         |            4
 Girrawheen                        |            1
 Giru                              |            2
 Gisborne                          |           10
 Gladesville                       |            7
 Gladfield                         |            1
 Gladstone                         |           17
 Gladstone Central                 |            1
 Gladstone Park                    |            4
 Gladysdale                        |            1
 Glandore                          |            2
 Glanmire                          |            3
 Glass House Mountains             |            6
 Glass House Moutain               |            1
 Glebe                             |           13
 Gledswood Hills                   |            1
 Glenaire                          |            2
 Glen Boughton                     |            1
 Glenbrook                         |            3
 Glencoe                           |            2
 Glendale                          |            9
 Glendambo                         |            1
 Glen Davis                        |            1
 Glenden                           |            2
 Glendenning                       |            2
 Glenelg                           |            5
 Glenelg East                      |            4
 Glenelg North                     |            3
 Glenelg South                     |            3
 Glenella                          |            1
 Glen Falloch                      |            1
 Glenfield                         |            5
 Glenfield Park                    |            1
 Glen Forrest                      |            2
 Glengarry                         |            2
 Glengowrie                        |            1
 Glenhaughton                      |            1
 Glen Huntly                       |            1
 Glen Huon                         |            1
 Glen Innes                        |           18
 Glen Iris                         |            7
 Glenisla                          |            2
 Glenlofty                         |            1
 Glenlyon                          |            2
 Glenmaggie                        |            1
 Glenmore Park                     |            3
 Glenmorgan                        |            2
 Glenoran                          |            2
 Glenorchy                         |           11
 Glenore Grove                     |            1
 Glenorie                          |            3
 Glen Osmond                       |            1
 Glenreagh                         |            2
 Glenroi                           |            3
 Glenrowan                         |            2
 Glenroy                           |           10
 Glenthompson                      |            3
 Glenthorne                        |            1
 Glenugie                          |            3
 Glenunga                          |            2
 Glenvale                          |            2
 Glen Valley                       |            1
 Glenview                          |            3
 Glen Waverley                     |           15
 Glenwood                          |            1
 Glossodia                         |            2
 Glossop                           |            3
 Gloucester                        |            7
 Gloucester Tops                   |            1
 Glow Worm Glen                    |            1
 Gluepot                           |            1
 Gnarabup                          |            1
 Gnoorea                           |            1
 Gnowangerup                       |            6
 Gobbagombalin                     |            1
 Godwin Beach                      |            1
 Golden Bay                        |            3
 Golden Beach                      |           11
 Golden Grove                      |            6
 Golden Point                      |            1
 Golden Square                     |            4
 Goldsborough                      |            1
 Gol Gol                           |            4
 Golspie                           |            1
 Gong Gong                         |            1
 Goode Beach                       |            1
 Goodna                            |            7
 Goodooga                          |            2
 Goodwood                          |            2
 Googong                           |            9
 Goolboo                           |            1
 Goolgowi                          |            2
 Goolma                            |            1
 Goolman                           |            1
 Gooloogong                        |            1
 Goolwa                            |            4
 Goolwa North                      |            1
 Goolwa South                      |            6
 Goomalling                        |            5
 Goombungee                        |            4
 Goomeri                           |            4
 Goondi Hill                       |            1
 Goondiwindi                       |           16
 Goonellabah                       |           12
 Goongerah                         |            2
 Goonoo Goonoo                     |            1
 Gooramadda                        |            1
 Goorambat                         |            2
 Goorganga Plains                  |            1
 Goornong                          |            1
 Gooseberry Hill                   |            1
 Goovigen                          |            1
 Gorae West                        |            2
 Gordon                            |           13
 Gordonvale                        |            6
 Gore                              |            1
 Gormans Hill                      |            1
 Gorokan                           |            2
 Goroke                            |            1
 Gosford                           |           13
 Gosnells                          |            8
 Goughs Bay                        |            1
 Goulburn                          |           21
 Goulburn Weir                     |            1
 Gowanbrae                         |            2
 Gowrie Junction                   |            2
 Gowrie Park                       |            1
 Grabine                           |            1
 Gracemere                         |            2
 Gracetown                         |            5
 Graceville                        |            5
 Grafton                           |           16
 Grampians                         |            5
 Grandchester                      |            2
 Grange                            |            5
 Grantham                          |            2
